degree distribution (probability density function of the degree in logarithmic bins) 
4.44089	0.359816
6	0.0663601
7.51145	0.07063
9.32558	0.0361658
11.96	0.0246004
15.3243	0.0189319
19.7037	0.0107755
25.625	0.00498055
32.5	0.00291354
42.5714	0.00198843
48	7.38538e-005

degree distribution (degree-occurrences) 
4	0.227
5	0.179
6	0.096
7	0.064
8	0.067
9	0.058
10	0.028
11	0.028
12	0.022
13	0.025
14	0.025
15	0.016
16	0.017
17	0.016
18	0.015
19	0.012
20	0.007
21	0.014
22	0.006
23	0.006
24	0.006
25	0.005
26	0.005
27	0.003
28	0.001
29	0.006
30	0.006
31	0.005
32	0.003
33	0.002
34	0.002
35	0.003
36	0.001
37	0.002
38	0.004
39	0.002
40	0.002
42	0.001
43	0.003
44	0.001
45	0.002
46	0.003
47	0.003
48	0.001


--------------------------------------
community distribution (size-occurrences)
10	0.0232558
11	0.0697674
12	0.0232558
13	0.116279
14	0.0232558
15	0.0232558
19	0.0232558
20	0.0697674
21	0.0465116
22	0.0232558
23	0.0232558
25	0.0465116
26	0.0465116
27	0.0465116
28	0.0232558
32	0.0232558
33	0.0232558
34	0.0697674
35	0.0465116
36	0.0465116
37	0.0232558
39	0.0232558
41	0.0232558
42	0.0232558
43	0.0232558
44	0.0232558
46	0.0232558


--------------------------------------
mixing parameter
0	0.294
0.047619	0.001
0.0654023	0.04
0.0878361	0.099
0.107738	0.154
0.133112	0.135
0.164954	0.079
0.179144	0.002
0.20042	0.087
0.25	0.104
0.5	0.005

--------------------------------------
