20000
99122
1	19592
1	19677
1	19877
1	19946
2	12425
2	17628
2	18595
2	19274
3	16177
3	16869
3	17689
3	19678
4	4332
4	9606
4	10662
4	17650
5	4027
5	12813
5	13679
5	15807
6	206
6	11930
6	12280
6	15355
7	2613
7	3342
7	7224
7	19210
8	8012
8	11712
8	15551
8	18925
9	4242
9	12163
9	13391
9	17270
10	16928
10	19089
10	19201
10	19591
11	364
11	420
11	14458
11	16163
12	12973
12	19557
12	19597
12	19650
13	10356
13	12649
13	15839
13	19520
14	18601
14	18939
14	19110
14	19218
15	5795
15	11049
15	11580
15	16601
16	7205
16	11576
16	15322
16	19495
17	3442
17	10627
17	11680
17	15466
18	9393
18	11429
18	17125
18	19151
19	16026
19	16246
19	17220
19	19406
20	4262
20	7603
20	14416
20	17315
21	4252
21	5783
21	8052
21	9972
22	19251
22	19437
22	19700
22	19743
23	14823
23	17587
23	18324
23	18482
24	13742
24	15133
24	18388
24	19174
25	18400
25	19168
25	19347
25	19419
26	2214
26	9718
26	18449
26	18943
27	6890
27	19549
27	19626
27	19805
28	18249
28	19078
28	19116
28	19341
29	10619
29	15938
29	17771
29	18320
30	14739
30	15098
30	16434
30	18463
31	18983
31	19161
31	19824
31	19987
32	18817
32	19627
32	19808
32	19990
33	16053
33	16287
33	18768
33	19292
34	8029
34	17296
34	19794
34	19915
35	17707
35	18187
35	18295
35	18848
36	17139
36	17716
36	17760
36	18715
37	13933
37	14378
37	18138
37	19486
38	17387
38	18218
38	18884
38	19944
39	18231
39	18589
39	19568
39	19796
40	15196
40	18752
40	19165
40	19290
41	8809
41	16108
41	17504
41	18406
42	17329
42	18226
42	18801
42	18824
43	8063
43	9121
43	14407
43	18626
44	18150
44	19063
44	19532
44	19825
45	4007
45	7001
45	13201
45	17869
46	16042
46	16312
46	17241
46	19879
47	3947
47	4715
47	13873
47	16521
48	10766
48	12993
48	13209
48	15688
49	5944
49	12737
49	12870
49	14795
50	15894
50	18241
50	18577
50	19150
51	10175
51	18266
51	19686
51	19771
52	12681
52	13155
52	14677
52	17302
53	19821
53	19880
53	19941
53	19955
54	13084
54	13297
54	17106
54	19949
55	3481
55	12631
55	13053
55	15324
56	9077
56	19748
56	19914
56	19960
57	11965
57	12934
57	15693
57	16598
58	6337
58	10356
58	15839
58	18789
59	14032
59	16907
59	17001
59	18000
60	17731
60	17753
60	19347
60	19715
61	18163
61	18628
61	19319
61	19970
62	4697
62	12534
62	17869
62	18815
63	11538
63	18565
63	19273
63	19875
64	5572
64	19130
64	19501
64	19959
65	6323
65	9909
65	15057
65	19219
66	15260
66	16713
66	18389
66	18919
67	7455
67	15296
67	15405
67	17275
68	14289
68	17271
68	18507
68	19247
69	13141
69	14933
69	17870
69	18068
70	945
70	8373
70	9785
70	13560
71	1420
71	6203
71	18254
71	19639
72	4188
72	17678
72	17703
72	18973
73	14115
73	15314
73	16257
73	16262
74	13215
74	17173
74	17813
74	18462
75	14234
75	15819
75	19531
75	19875
76	12145
76	16572
76	16741
76	19309
77	19799
77	19873
77	19886
77	19909
78	18160
78	19503
78	19524
78	19618
79	14255
79	14704
79	17864
79	19046
80	12107
80	17361
80	18915
80	19579
81	17930
81	18672
81	18793
81	18881
82	2165
82	19559
82	19653
82	19973
83	508
83	5442
83	7133
83	14252
84	16281
84	16821
84	17855
84	18992
85	11518
85	13492
85	15535
85	16585
86	6207
86	8021
86	12499
86	19150
87	15866
87	17489
87	17917
87	18040
88	1798
88	16667
