1	95 
2	61 
3	205 
4	310 
5	84 
6	268 
7	281 
8	256 
9	49 181 214 263 287 301 
10	76 
11	64 
12	309 
13	176 
14	224 
15	74 
16	305 
17	19 
18	151 
19	49 
20	305 
21	69 
22	55 
23	56 
24	4 
25	106 182 187 194 207 263 
26	271 
27	161 168 198 232 234 308 
28	267 
29	15 
30	214 
31	67 
32	111 
33	48 
34	136 
35	137 
36	64 110 115 139 166 181 
37	129 
38	254 
39	158 
40	85 
41	137 
42	130 
43	245 
44	218 
45	13 
46	110 
47	72 
48	167 
49	103 
50	102 
51	16 
52	6 30 140 154 159 259 
53	82 
54	246 
55	176 
56	287 
57	146 
58	34 
59	251 
60	232 
61	125 
62	156 
63	234 
64	33 
65	51 
66	103 
67	235 
68	239 
69	283 
70	253 
71	2 64 87 139 261 278 
72	38 
73	36 
74	58 
75	109 
76	50 85 155 206 221 245 
77	38 175 201 219 253 262 
78	186 
79	157 
80	32 
81	107 
82	304 
83	164 
84	91 
85	239 
86	103 107 150 152 208 217 
87	26 131 205 220 232 265 
88	221 
89	80 
90	19 130 162 225 259 282 
91	129 
92	189 
93	137 
94	114 
95	11 
96	271 
97	61 90 106 225 266 287 
98	109 
99	112 
100	39 
101	101 
102	24 
103	147 
104	273 
105	48 
106	285 
107	238 
108	225 
109	146 
110	140 
111	236 
112	298 
113	303 
114	262 
115	15 
116	196 
117	14 
118	292 
119	101 
120	112 
121	198 
122	300 
123	228 
124	295 
125	108 
126	15 
127	89 
128	235 
129	266 
130	222 
131	48 
132	48 91 119 149 194 209 
133	271 
134	84 118 130 143 184 210 
135	36 
136	14 21 71 155 171 190 
137	294 
138	33 
139	129 
140	29 
141	303 
142	39 
143	21 
144	238 
145	296 
146	6 
147	260 
148	305 
149	28 
150	175 
151	141 
152	269 
153	49 
154	78 
155	49 
156	11 14 31 137 141 169 
157	123 
158	24 
159	253 
160	93 
161	38 
162	166 
163	34 141 146 154 189 209 
164	22 
165	12 
166	121 
167	254 
168	72 
169	177 
170	80 
171	245 
172	162 
173	33 
174	122 
175	152 
176	172 
177	60 
178	274 
179	172 
180	85 
181	119 
182	294 
183	30 
184	291 
185	69 
186	136 
187	59 95 104 157 175 186 
188	217 
189	80 107 108 190 204 268 
190	56 
191	21 
192	142 
193	204 
194	134 
195	293 
196	48 121 141 163 209 295 
197	48 
198	31 32 105 158 166 279 
199	3 
200	2 68 80 137 246 253 
201	281 
202	303 
203	174 
204	173 
205	285 
206	121 
207	125 
208	47 
209	14 20 88 205 226 285 
210	39 
211	34 140 147 185 219 298 
212	30 
213	271 
214	282 
215	64 82 120 184 206 277 
216	261 
217	56 
218	38 
219	61 
220	192 
221	164 
222	177 
223	22 
224	261 
225	154 
226	231 
227	21 
228	194 
229	288 
230	107 174 182 221 258 281 
231	86 
232	76 162 239 278 296 310 
233	240 
234	219 
235	227 
236	23 
237	164 
238	58 
239	136 
240	19 
241	139 
242	17 62 208 214 253 276 
243	226 
244	152 
245	259 
246	107 
247	190 
248	17 
249	14 103 142 148 198 258 
250	5 
251	176 
252	216 
253	102 131 190 207 270 275 
254	80 
255	129 
256	195 
257	248 
258	206 
259	295 
260	206 
261	176 
262	40 
263	180 
264	117 
265	106 
266	61 
267	102 
268	258 
269	210 
270	185 
271	225 
272	190 
273	175 
274	91 
275	7 
276	216 
277	56 
278	115 
279	5 
280	301 
281	94 
282	59 
283	174 
284	200 
285	109 
286	198 
287	264 
288	164 
289	56 
290	268 
291	162 
292	49 
293	51 
294	38 
295	271 
296	185 
297	38 
298	3 23 66 77 175 233 
299	132 
300	64 
301	8 
302	143 
303	308 
304	7 13 85 231 268 287 
305	107 
306	160 
307	120 
308	302 
309	50 
310	45 
311	34 
312	232 
313	295 
314	285 
315	260 
316	174 
317	13 
318	224 
319	148 
320	133 
321	291 
322	75 
323	304 
324	46 
325	50 55 137 189 258 278 
326	80 
327	270 
328	178 
329	57 
330	269 
331	17 
332	177 
333	75 76 134 144 272 279 
334	99 
335	221 
336	69 
337	196 
338	110 
339	121 
340	293 
341	212 
342	301 
343	207 
344	53 104 141 158 264 285 
345	310 
346	136 
347	65 
348	247 
349	122 
350	211 
351	116 
352	267 
353	205 
354	285 
355	177 
356	65 
357	288 
358	5 
359	157 
360	61 
361	54 
362	213 
363	170 198 203 219 221 304 
364	16 
365	53 
366	272 
367	33 76 84 117 185 277 
368	261 
369	239 
370	165 
371	185 
372	116 
373	270 
374	51 
375	207 
376	4 
377	53 
378	279 
379	93 
380	71 
381	205 
382	15 
383	1 
384	58 
385	146 
386	26 
387	89 
388	120 
389	309 
390	204 
391	19 
392	58 
393	188 
394	240 
395	270 
396	129 
397	181 
398	203 
399	27 30 82 177 226 284 
400	5 60 71 112 116 139 
401	13 19 38 175 179 295 
402	234 
403	40 
404	141 
405	214 
406	22 
407	206 
408	243 
409	38 46 53 85 242 252 
410	190 
411	66 117 121 224 234 237 
412	30 
413	89 
414	311 
415	2 
416	239 
417	11 
418	80 
419	121 
420	161 
421	154 
422	309 
423	234 
424	58 
425	245 
426	213 
427	141 
428	301 
429	301 
430	62 
431	89 
432	201 
433	152 
434	14 31 112 148 198 262 
435	190 
436	103 
437	182 
438	100 
439	31 
440	84 
441	76 
442	30 70 82 94 151 164 
