1	30 62 67 111 112 150 
2	141 
3	11 16 21 61 76 116 
4	100 
5	37 
6	26 
7	15 30 53 59 61 117 
8	31 
9	63 
10	41 
11	88 
12	137 
13	30 
14	33 
15	14 
16	2 
17	98 
18	74 
19	49 
20	52 103 116 126 131 139 
21	80 
22	115 
23	155 
24	38 
25	47 
26	64 
27	44 
28	126 
29	2 16 56 69 85 106 
30	146 
31	63 
32	79 
33	123 
34	8 16 38 79 116 151 
35	11 
36	32 
37	46 
38	121 
39	16 
40	34 
41	73 
42	19 
43	32 
44	6 
45	46 
46	44 
47	81 
48	127 
49	145 
50	11 
51	14 
52	80 
53	62 
54	60 
55	35 
56	60 
57	93 
58	104 
59	44 
60	13 30 38 71 79 123 
61	61 
62	17 
63	27 
64	149 
65	92 
66	29 
67	51 
68	131 
69	125 
70	48 
71	30 
72	9 
73	129 
74	31 
75	46 
76	10 
77	142 
78	53 69 78 89 131 152 
79	54 
80	149 
81	15 
82	114 
83	12 39 50 123 126 140 
84	122 
85	127 
86	103 
87	79 
88	57 
89	26 
90	19 
91	121 
92	138 
93	11 
94	131 
95	154 
96	151 
97	61 
98	65 
99	119 
100	68 
101	139 
102	112 
103	80 
104	99 
105	155 
106	83 
107	146 
108	147 
109	38 
110	154 
111	17 
112	109 
113	115 
114	150 
115	38 
116	141 
117	20 52 89 103 149 150 
118	142 
119	44 
120	12 
121	129 
122	98 
123	150 
124	36 
125	45 
126	32 
127	136 
128	90 
129	80 
130	6 
131	46 
132	142 
133	93 
134	136 
135	154 
136	112 
137	38 
138	22 
139	129 
140	133 
141	112 
142	57 
143	36 37 46 55 65 141 
144	88 
145	82 
146	16 
147	41 
148	150 
149	143 
150	114 
151	109 
152	64 
153	10 
154	38 70 130 131 140 147 
155	79 
156	96 
157	105 
158	128 
159	104 
160	2 
161	76 
162	52 
163	13 46 55 95 96 123 
164	15 
165	46 
166	132 
167	3 15 71 83 84 115 
168	54 
169	61 
170	113 
171	108 
172	14 80 99 103 122 142 
173	139 
174	141 
175	79 
176	150 
177	32 
178	76 
179	92 
180	48 
181	27 59 60 140 146 155 
182	125 
183	145 
184	82 
185	14 19 62 88 125 126 
186	132 
187	93 
188	63 
189	118 
190	4 21 32 95 129 150 
191	117 
192	124 
193	80 
194	131 
195	87 
196	15 30 39 84 107 154 
197	78 
198	13 
199	31 
200	18 
201	150 
202	120 
203	48 
204	115 
205	84 
206	53 
207	9 21 83 88 110 142 
208	34 
209	16 19 63 91 121 126 
210	140 
211	12 
212	103 
213	123 
214	33 
215	3 
216	141 
217	21 
218	109 
219	140 
220	19 69 84 90 136 141 
221	103 
222	18 
223	45 
224	123 
225	147 
226	143 
227	34 
228	89 
229	17 71 107 110 137 147 
230	115 
231	13 38 52 74 92 141 
232	43 
233	116 
234	84 
235	26 
236	49 
237	43 
238	67 
239	80 
240	19 
241	126 
242	150 
243	43 45 55 61 81 145 
244	54 
245	10 
246	85 
247	16 21 23 72 84 131 
248	154 
249	103 
250	9 
251	122 
252	151 
253	139 
254	55 80 88 89 107 118 
255	30 
256	126 
257	68 
258	88 
259	136 
260	115 
261	85 
262	13 
263	145 
264	154 
265	64 
266	96 
267	17 
268	33 
269	129 
270	112 
271	110 
272	121 
273	85 
274	81 
275	34 
276	72 
277	30 
278	103 
279	44 
280	73 
281	36 
282	36 41 44 85 123 141 
283	61 
284	86 
285	128 
286	65 
287	57 
288	17 
289	142 
290	80 
291	58 66 112 130 134 136 
292	38 44 83 115 131 142 
293	45 
294	15 70 75 105 132 142 
295	29 54 56 88 106 118 
296	141 
297	64 
298	83 
299	57 60 80 129 138 141 
300	13 30 53 82 123 154 
301	82 
302	17 
303	110 
304	88 
305	30 
306	63 
307	154 
308	63 
309	121 
310	115 
311	13 31 102 112 147 151 
312	2 21 66 75 117 130 
313	9 32 43 58 101 129 
314	15 64 66 84 105 121 
315	52 
316	40 
317	150 
318	6 
319	89 
320	138 
321	20 
322	50 
323	75 
324	51 
325	65 
326	81 83 84 107 125 141 
327	126 
328	11 
329	107 
330	155 
331	38 
332	130 
333	3 
334	32 36 45 79 142 154 
335	49 
336	16 53 58 59 89 126 
337	105 
338	13 
339	86 
340	154 
341	152 
342	129 
343	118 
344	145 
345	71 
346	69 
347	81 
348	106 
349	86 
350	71 
351	15 
352	107 
353	25 
354	20 
355	63 
356	79 
357	121 
358	60 
359	90 
360	63 
361	110 
362	12 
363	121 
364	97 
365	32 
366	111 
367	131 
368	46 
369	43 
370	53 
371	82 
372	152 
373	88 
374	56 105 117 118 121 137 
375	83 
376	39 
377	15 
378	31 101 110 125 126 147 
379	72 
380	28 41 55 107 123 153 
381	51 77 80 106 131 139 
382	107 
383	110 
384	58 
385	32 
386	18 
387	15 
388	46 
389	149 
390	28 
391	33 
392	75 
393	9 11 55 127 136 146 
394	1 52 56 78 95 136 
395	1 28 74 80 95 133 
396	30 
397	77 
398	20 
399	125 
400	14 
401	37 
402	76 
403	43 
404	27 
405	71 
406	30 
407	70 
408	133 
409	90 
410	98 
411	2 
412	116 
413	82 
414	105 
415	81 
416	61 
417	27 
418	29 
419	63 
420	14 33 58 80 108 141 
421	48 
422	10 
423	53 
424	115 
425	14 27 62 72 107 137 
426	85 
427	150 
428	21 
429	41 
430	32 
431	127 
432	76 
433	38 65 71 107 136 155 
434	16 20 68 76 107 116 
435	56 80 86 106 122 155 
436	13 20 31 53 71 94 
437	123 
438	7 
439	89 
440	88 118 121 132 148 155 
441	85 
442	19 38 62 77 102 112 
443	40 43 68 72 137 139 
444	21 31 58 106 113 116 
445	42 
446	130 
447	13 61 115 119 134 149 
448	85 
449	141 
450	128 
451	106 
452	2 
453	57 81 97 101 125 147 
454	106 
455	69 
456	136 
457	106 
458	103 
459	17 
460	78 
461	133 
462	51 81 87 98 101 126 
463	13 
464	38 
465	98 
466	51 
467	57 
468	136 
469	3 5 31 91 129 141 
470	5 
471	63 
472	50 
473	7 
474	69 
475	102 
476	15 
477	43 
478	60 
479	80 
480	121 
481	15 
482	68 
483	70 
484	84 
485	46 49 57 102 107 126 
486	39 
487	137 
488	33 
489	101 
490	17 
491	59 
492	2 44 71 98 100 114 
493	107 
494	80 
495	109 
496	82 
497	68 
498	31 49 76 116 141 146 
499	69 
500	17 45 68 70 103 146 
501	112 
502	84 
503	152 
504	56 
505	113 
506	79 
507	50 
508	63 
509	141 
510	41 
511	126 
512	35 
513	17 
514	30 
515	142 
516	131 
517	14 
518	49 64 69 73 81 109 
519	139 
520	106 
521	59 
522	93 
523	72 
524	7 
525	150 
526	76 
527	73 84 92 95 96 104 
528	56 
529	32 
530	21 
531	38 
532	53 
533	125 
534	136 
535	104 
536	56 
537	83 
538	98 
539	28 
540	102 
541	141 
542	84 
543	25 
544	139 
545	35 
546	118 
547	60 
548	12 
549	97 
550	122 
551	123 
552	15 26 103 108 136 145 
553	136 
554	138 
555	16 
556	84 86 95 103 115 137 
557	21 
558	102 
559	107 
560	70 
561	120 
562	93 
563	11 
564	139 
565	72 
566	126 
567	72 
568	32 
569	30 
570	114 
571	82 
572	151 
573	39 58 72 115 139 152 
574	108 
575	97 
576	22 
577	71 
578	129 
579	51 
580	33 38 46 64 123 126 
581	6 22 45 47 104 131 
582	108 
583	117 
584	71 
585	131 
586	13 18 48 68 69 84 
587	65 
588	125 
589	34 
590	97 
591	78 
592	21 
593	151 
594	45 
595	29 30 39 41 53 90 
596	121 
597	130 
598	7 80 81 89 123 139 
599	53 
600	13 16 41 47 64 92 
601	34 
602	75 
603	64 
604	54 
605	102 
606	4 
607	32 
608	55 
609	72 
610	23 
611	30 
612	18 
613	21 
614	50 122 124 129 141 147 
615	109 
616	17 
617	61 
618	12 
619	41 
620	23 28 64 102 136 142 
621	8 
622	81 
623	76 
624	152 
625	5 
626	106 
627	62 
628	17 
629	56 
630	105 
631	25 
632	58 
633	80 
634	15 46 93 121 141 150 
635	63 
636	17 
637	90 
638	29 
639	109 
640	50 
641	66 
642	85 
643	38 47 78 104 115 126 
644	85 
645	40 57 90 115 121 140 
646	61 
647	111 
648	50 
649	122 
650	110 
651	104 
652	40 
653	145 
654	151 
655	61 
656	117 
657	142 
658	44 
659	50 
660	110 
661	1 
662	71 
663	34 
664	6 
665	140 
666	92 
667	53 
668	38 
669	2 
670	115 
671	142 
672	37 
673	85 
674	129 
675	75 
676	24 
677	110 
678	45 50 53 58 78 114 
679	148 
680	137 
681	110 
682	147 
683	72 
684	137 
685	53 
686	50 
687	78 
688	42 
689	76 
690	10 46 90 106 121 136 
691	31 
692	144 
693	116 
694	16 
695	136 
696	107 
697	51 55 61 74 105 125 
698	152 
699	140 
700	38 
701	138 
702	81 
703	116 
704	49 
705	138 
706	38 
707	35 
708	68 
709	63 
710	105 
711	91 
