10000
93072
1	7621
1	8284
1	8378
1	9580
1	9601
1	9695
1	9830
2	6901
2	7867
2	8460
2	8784
2	9511
2	9583
3	593
3	2465
3	9424
3	9667
3	9828
3	9840
3	9966
4	6487
4	8480
4	8993
4	9353
4	9464
4	9474
4	9725
5	1736
5	4492
5	5192
5	6023
5	7640
5	7885
5	8070
6	2585
6	2840
6	6316
6	7772
6	8828
6	9297
6	9552
7	1109
7	5256
7	7592
7	8120
7	8245
7	9006
7	9979
8	1526
8	5640
8	7110
8	8025
8	8484
8	9255
8	9523
9	4600
9	9086
9	9492
9	9659
9	9920
9	9940
9	9988
10	2544
10	8723
10	8925
10	8940
10	9345
10	9558
10	9882
11	3351
11	4623
11	9498
11	9553
11	9588
11	9890
11	9974
12	3694
12	5087
12	8379
12	8650
12	9755
12	9864
12	9888
13	3408
13	8517
13	9024
13	9445
13	9793
13	9818
13	9865
14	462
14	7223
14	7460
14	7738
14	8254
14	9196
14	9433
15	2134
15	3820
15	7280
15	8825
15	9637
15	9903
15	9992
16	128
16	3005
16	3763
16	8011
16	8827
16	9385
16	9918
17	2487
17	2520
17	5246
17	7050
17	8403
17	9255
17	9445
18	2233
18	9354
18	9511
18	9635
18	9808
18	9909
18	9917
19	6257
19	7199
19	8711
19	9686
19	9904
19	9937
19	9961
20	7811
20	8960
20	9643
20	9652
20	9690
20	9833
20	9844
21	548
21	4908
21	5973
21	8012
21	8408
21	8803
21	9964
22	1463
22	6842
22	8234
22	9195
22	9360
22	9884
22	9979
23	5746
23	8532
23	9119
23	9246
23	9487
23	9760
23	9861
24	4894
24	5372
24	8502
24	9179
24	9515
24	9616
24	9982
25	4035
25	8296
25	9392
25	9639
25	9929
25	9963
25	9979
26	2237
26	4300
26	5511
26	5954
26	7894
26	8644
26	9341
27	5814
27	6893
27	7233
27	9324
27	9529
27	9816
27	9940
28	1984
28	2431
28	6557
28	8275
28	9523
28	9713
28	9935
29	1040
29	2197
29	5176
29	8816
29	9429
29	9524
29	9596
30	1530
30	5253
30	6044
30	8002
30	8414
30	8452
30	9933
31	3246
31	3933
31	4831
31	6392
31	8666
31	9167
31	9824
32	7253
32	8150
32	8319
32	9007
32	9525
32	9666
32	9790
33	442
33	6182
33	6352
33	7910
33	8148
33	9733
33	9949
34	2093
34	4588
34	4671
34	6141
34	7809
34	7948
34	9232
35	1107
35	8593
35	9334
35	9584
35	9812
35	9948
35	9980
36	995
36	2077
36	5635
36	9221
36	9514
36	9754
36	9967
37	5885
37	7720
37	8790
37	9120
37	9332
37	9482
37	9670
38	4842
38	6371
38	8860
38	8890
38	9530
38	9551
38	9751
39	1533
39	2930
39	5594
39	9429
39	9524
39	9596
39	9841
40	7112
40	7469
40	7821
40	7843
40	8304
40	9874
40	9944
41	6338
41	7348
41	7377
41	7682
41	8509
41	9270
41	9434
42	8773
42	8994
42	9610
42	9640
42	9763
42	9949
42	9978
43	835
43	5391
43	5792
43	6522
43	8825
43	9144
43	9631
44	670
44	1817
44	8976
44	9629
44	9740
44	9812
44	9816
45	1719
45	4493
45	6077
45	6316
45	6614
45	7100
45	8270
46	1461
46	3585
46	4712
46	6663
46	8358
46	8615
46	9256
47	1494
47	9136
47	9244
47	9455
47	9536
47	9688
47	9740
48	2208
48	4981
48	5395
48	6053
48	8664
48	9499
48	9954
49	6143
49	7684
49	9052
49	9403
49	9493
49	9767
49	9858
50	2692
50	3441
50	7429
50	8087
50	8994
50	9638
50	9987
51	3703
51	6142
51	8259
51	8997
51	9706
51	9836
51	9994
52	1248
52	2470
52	7006
52	8792
52	8964
52	9453
52	9737
53	396
53	5730
53	9622
53	9636
53	9785
53	9900
53	9926
54	4837
54	4965
54	6206
54	7012
54	8351
54	8452
54	9581
55	423
55	8583
55	8928
55	9550
55	9795
55	9860
55	9959
56	695
56	2196
56	4683
56	5430
56	7753
56	8188
56	8669
57	5672
57	8456
57	8932
57	8985
57	9367
57	9479
57	9634
58	4128
58	6813
58	8178
58	8425
58	8650
58	9484
58	9798
59	1634
59	3219
59	3569
59	3856
59	5483
59	6906
59	9171
60	3435
60	6152
60	6523
60	7166
60	7447
60	9223
60	9491
61	3387
61	4322
61	5337
61	5761
61	8654
61	8956
61	9546
62	1990
62	5503
62	8618
62	8628
62	9198
62	9337
62	9368
63	2595
63	7421
63	8932
63	8985
63	9367
63	9479
63	9634
64	7355
64	7463
64	8508
64	8512
64	8898
64	9349
64	9407
65	758
65	6601
65	7178
65	7935
65	8577
65	9494
65	9845
66	1177
66	4773
66	7752
66	8814
66	9321
66	9853
66	9952
67	3693
67	8058
67	9717
67	9748
67	9752
67	9867
67	9938
68	5755
68	6109
68	6552
68	9021
68	9601
68	9758
68	9989
69	6036
69	7576
69	7718
69	9045
69	9321
69	9853
69	9990
70	4237
70	5479
70	7059
70	8222
70	9122
70	9572
70	9766
71	2649
71	8313
71	9220
71	9652
71	9690
71	9833
71	9844
72	234
72	6105
72	7784
72	9043
72	9574
72	9658
72	9839
73	1435
73	6587
73	9620
73	9638
73	9758
73	9802
73	9998
74	6388
74	6839
74	8441
74	8701
74	8726
74	9625
74	9928
75	224
75	6754
75	7610
75	8158
75	9402
75	9556
75	9691
76	2200
76	3460
76	4249
76	5460
76	6309
76	8379
76	9623
77	5655
77	8296
77	9106
77	9392
77	9461
77	9929
77	9963
78	654
78	3630
78	4259
78	6173
78	7352
78	8937
78	9561
79	4936
79	8361
79	8425
79	9484
79	9552
79	9798
79	9923
80	4259
80	4530
80	5121
80	6247
80	7094
80	8641
80	9921
81	6805
81	8368
81	8382
81	9723
81	9877
81	9953
81	9973
82	755
82	6316
82	8992
82	9117
82	9297
82	9397
82	9725
83	4152
83	6336
83	8919
83	9353
83	9691
83	9862
83	9996
84	2655
84	5574
84	8042
84	9718
84	9873
84	9983
84	9999
85	3307
85	5329
85	7150
85	7459
85	9208
85	9733
85	9949
86	2746
86	6232
86	6991
86	8781
86	8921
86	9526
86	9661
87	2842
87	7479
87	8381
87	8484
87	8524
87	9614
87	9639
88	5558
88	5752
88	7874
88	8091
88	8372
88	8571
88	9817
89	1506
89	3117
89	3348
89	8293
89	8882
89	9053
89	9637
90	3162
90	6165
90	7791
90	9012
90	9311
90	9928
90	9943
91	7556
91	8098
91	8677
91	9166
91	9231
91	9766
91	9991
92	2767
92	6274
92	7797
92	8328
92	8989
92	9932
92	9945
93	2384
93	6612
93	7798
93	8186
93	8699
93	8773
93	9475
94	3010
94	9262
94	9325
94	9660
94	9666
94	9804
94	9915
95	2287
95	8463
95	8644
95	9380
95	9530
95	9581
95	9782
96	2454
96	8483
96	8629
96	8952
96	9678
96	9775
96	9805
97	250
97	5684
97	6018
97	6306
97	8855
97	8943
97	9183
98	2765
98	9487
98	9498
98	9553
98	9588
98	9890
98	9974
99	8756
99	9228
99	9429
99	9617
99	9624
99	9747
99	9965
100	6888
100	8963
100	9113
100	9220
100	9411
100	9837
100	9982
101	5751
101	6020
101	6039
101	6812
101	9093
101	9425
101	9978
102	4756
102	7941
102	8323
102	8395
102	8948
102	9284
102	9541
103	4179
103	7931
103	8781
103	8921
103	9075
103	9633
103	9661
104	4056
104	7771
104	7821
104	8185
104	8656
104	8939
104	9248
105	2989
105	6122
105	7789
105	8659
105	8976
105	9038
105	9170
106	4500
106	4579
106	7257
106	8167
106	8450
106	8471
106	8881
107	8302
107	8428
107	8603
107	9090
107	9527
107	9625
107	9790
108	728
108	5090
