1	4 
2	405 
3	424 
4	3 
5	410 
6	287 
7	21 34 47 225 317 358 370 461 
8	158 
9	33 
10	92 
11	153 204 266 287 324 344 439 442 
12	287 
13	92 
14	30 121 283 332 401 468 472 485 
15	186 
16	86 
17	53 55 89 228 346 382 384 442 
18	39 84 129 289 294 352 445 456 
19	224 
20	361 
21	225 
22	280 
23	61 
24	413 
25	38 
26	379 
27	182 
28	201 
29	40 61 75 105 148 191 405 433 
30	44 
31	209 
32	379 
33	57 111 133 164 205 225 290 423 
34	166 
35	7 
36	243 
37	326 
38	434 
39	61 
40	96 
41	17 
42	86 146 178 316 342 384 389 454 
43	464 
44	475 
45	259 
46	71 
47	339 
48	88 
49	383 
50	225 
51	191 
52	60 138 150 179 239 266 310 329 
53	424 
54	313 
55	46 
56	14 186 218 300 351 382 461 472 
57	55 
58	409 
59	308 
60	170 
61	234 
62	88 
63	50 58 70 235 259 310 379 468 
64	440 
65	70 
66	85 104 168 189 250 354 355 486 
67	241 
68	183 
69	183 
70	307 
71	318 
72	350 
73	424 
74	171 
75	57 
76	363 
77	64 
78	82 
79	83 91 234 279 301 331 461 478 
80	398 
81	317 
82	2 67 86 192 357 415 435 466 
83	4 71 89 229 281 354 408 431 
84	382 
85	61 
86	6 
87	348 
88	291 
89	4 112 197 217 245 362 394 414 
90	232 309 377 384 410 411 442 445 
91	314 
92	27 47 178 181 185 292 300 339 
93	219 
94	33 73 116 183 329 340 415 482 
95	457 
96	474 
97	303 
98	409 
99	126 
100	188 
101	34 71 115 126 284 305 412 478 
102	20 
103	316 
104	146 
105	8 
106	301 
107	164 
108	172 
109	157 
110	103 
111	40 121 149 156 172 267 452 475 
112	436 
113	121 
114	2 163 203 212 247 310 423 424 
115	277 
116	486 
117	48 103 149 151 197 271 307 442 
118	10 
119	409 
120	279 
121	443 
122	26 173 254 281 301 303 385 410 
123	331 
124	64 
125	33 55 181 183 214 248 371 388 
126	151 
127	415 
128	50 137 160 195 252 331 376 386 
129	75 
130	183 
131	83 
132	156 
133	39 59 113 116 227 307 373 448 
134	398 
135	15 19 36 125 252 253 289 418 
136	19 89 134 164 254 343 379 416 
137	19 52 129 146 161 290 312 476 
138	310 
139	280 
140	285 
141	20 193 196 208 266 338 456 486 
142	27 39 48 52 94 287 291 483 
143	52 111 120 344 354 451 461 472 
144	199 
145	242 
146	379 
147	394 
148	139 
149	258 
150	87 
151	28 
152	463 
153	381 
154	303 
155	209 
156	295 
157	430 
158	283 
159	202 
160	236 
161	5 
162	125 
163	281 
164	381 
165	379 
166	48 53 260 323 325 347 419 478 
167	395 
168	372 
169	164 
170	88 
171	358 
172	464 
173	134 
174	228 
175	119 
176	25 
177	386 
178	358 
179	280 
180	97 
181	20 22 161 204 226 285 343 452 
182	213 
183	225 
184	444 
185	100 
186	475 
187	240 
188	475 
189	310 
190	214 
191	190 
192	408 
193	311 
194	397 
195	35 83 110 170 291 309 335 378 
196	302 
197	39 
198	209 
199	293 
200	197 
201	267 
202	379 
203	137 146 148 155 286 324 358 410 
204	445 
205	358 
206	101 
207	66 166 202 254 287 293 426 455 
208	207 
209	167 
210	322 
211	380 
212	302 
213	28 31 115 146 279 392 412 429 
214	36 142 184 188 238 390 452 481 
215	99 
216	388 
217	13 84 93 172 342 344 362 425 
218	379 
219	75 
220	31 39 43 124 289 296 361 452 
221	186 
222	202 
223	106 
224	186 
225	478 
226	92 
227	106 
228	398 
229	77 
230	272 
231	221 
232	67 83 117 147 165 231 234 384 
233	226 
234	315 
235	72 181 189 207 214 248 342 389 
236	164 
237	54 
238	360 
239	256 
240	284 
241	6 25 86 124 287 295 384 436 
242	371 
243	74 80 123 176 194 255 401 407 
244	92 166 169 174 250 347 382 398 
245	353 
246	54 
247	58 
248	214 
249	219 
