1	29 
2	1 
3	34 
4	19 
5	6 
6	21 
7	4 
8	31 
9	21 
10	10 
11	26 
12	25 
13	24 
14	35 
15	23 
16	21 
17	3 
18	15 
19	3 35 
20	5 14 
21	33 
22	6 
23	5 
24	21 
25	27 
26	40 
27	23 
28	21 
29	22 
30	13 
31	2 15 
32	6 
33	19 
34	11 
35	29 
36	37 
37	39 
38	29 
39	6 
40	29 
41	17 
42	10 
43	41 
44	28 
45	12 
46	1 
47	31 
48	21 
49	20 
50	37 
51	11 
52	28 
53	20 
54	22 
55	40 
56	19 
57	8 
58	16 
59	39 
60	31 
61	34 
62	18 
63	37 
64	8 
65	24 
66	12 
67	30 39 
68	10 34 
69	17 
70	34 
71	12 
72	12 
73	26 
74	17 
75	12 
76	7 
77	3 
78	11 
79	33 
80	39 
81	36 
82	30 
83	30 
84	5 
85	32 
86	34 
87	11 
88	34 
89	6 
90	11 
91	7 
92	19 
93	25 
94	31 
95	18 
96	6 
97	18 31 
98	19 
99	28 
100	17 
101	22 
102	20 
103	7 34 
104	33 
105	29 
106	38 
107	26 
108	31 
109	15 
110	21 
111	22 39 
112	11 
113	28 
114	2 
115	7 
116	35 
117	7 
118	35 
119	7 
120	19 
121	41 
122	38 
123	37 
124	29 
125	18 
126	19 
127	32 
128	39 
129	27 
130	33 
131	12 
132	25 
133	29 
134	7 15 
135	11 
136	12 
137	41 
138	21 
139	2 37 
140	7 
141	7 
142	5 
143	32 
144	13 
145	1 
146	20 
147	6 
148	15 
149	22 
150	34 
151	21 
152	15 
153	14 41 
154	5 
155	37 
156	29 
157	23 
158	38 
159	5 
160	34 
161	11 
162	36 
163	1 
164	26 
165	21 
166	23 
167	22 40 
168	29 
169	3 
170	21 
171	37 
172	26 
173	28 
174	25 
175	33 
176	40 
177	1 
178	3 23 
179	37 
180	11 
181	14 
182	1 
183	31 
184	6 
185	26 
186	32 
187	7 
188	15 
189	4 
190	26 
191	2 
192	1 
193	2 
194	11 31 
195	29 
196	11 
197	18 
198	20 
199	14 
200	33 
201	37 
202	21 
203	2 
204	22 
205	9 
206	26 
207	15 
208	33 
209	38 
210	6 
211	32 39 
212	40 
213	7 
214	25 
215	8 36 
216	32 
217	25 
218	6 
219	7 
220	31 
221	25 
222	2 
223	29 
224	25 
225	1 
226	11 
227	6 
228	12 
229	8 
230	14 
231	22 
232	15 
233	33 
234	17 
235	1 
236	2 
237	3 6 
238	35 
239	18 
240	28 
241	14 
242	18 37 
243	35 
244	7 
245	37 
246	15 
247	7 
248	9 
249	9 
250	13 
251	17 
252	11 
253	1 16 
254	37 
255	18 
256	14 
257	9 
258	21 
259	19 
260	6 
