1	12 80 90 
2	49 
3	32 
4	80 
5	6 
6	61 
7	27 
8	18 
9	22 
10	93 
11	34 
12	29 
13	59 
14	69 
15	40 
16	51 83 91 
17	53 
18	23 
19	57 
20	24 
21	21 
22	65 
23	15 
24	37 
25	43 
26	25 
27	34 
28	4 
29	90 
30	26 
31	49 
32	16 
33	31 34 61 
34	72 
35	57 
36	5 
37	58 
38	77 
39	7 
40	13 
41	8 
42	83 
43	44 
44	56 
45	77 
46	61 
47	27 
48	59 
49	14 
50	40 
51	85 
52	38 61 89 
53	29 30 65 
54	53 
55	74 
56	1 
57	48 
58	21 
59	17 
60	85 
61	40 
62	38 
63	76 
64	48 
65	74 
66	26 
67	6 
68	18 
69	59 
70	2 
71	93 
72	23 
73	87 
74	3 
75	52 
76	48 
77	34 
78	15 
79	63 67 85 
80	93 
81	50 
82	21 
83	35 
84	27 
85	76 
86	1 
87	15 
88	50 
89	25 27 49 
90	47 
91	24 
92	18 
93	78 
94	67 
95	91 
96	20 
97	1 14 93 
98	58 
99	89 
100	69 
101	27 
102	8 
103	18 61 67 
104	37 
105	61 
106	59 
107	86 
108	15 
109	70 
110	57 
111	71 74 88 
112	36 
113	76 
114	50 
115	61 
116	52 
117	64 
118	25 83 92 
119	29 
120	62 
121	46 
122	19 
123	36 
124	60 
125	74 
126	14 61 76 
127	22 
128	87 
129	89 
130	51 
131	4 
132	36 
133	35 
134	36 
135	32 
136	53 85 91 
137	36 
138	84 
139	53 
140	23 58 67 
141	80 
142	63 
143	5 
144	67 
145	16 
146	8 
147	91 
148	55 
149	76 
150	47 
151	48 
152	5 78 80 
153	59 
154	82 
155	46 
156	55 
157	30 
158	85 
159	59 
160	59 
161	67 
162	4 
163	4 
164	31 
165	1 
166	13 
167	55 
168	81 
169	14 36 53 
170	11 36 44 
171	8 
172	25 
173	21 
174	27 
175	86 
176	35 59 75 
177	24 26 89 
178	32 
179	9 
180	65 
181	4 
182	39 
183	67 
184	8 
185	8 
186	50 
187	4 14 15 
188	42 
189	30 
190	74 
191	4 
192	67 
193	71 
194	62 
195	91 
196	69 
197	45 
198	32 
199	72 
200	56 
201	34 
202	59 
203	60 
204	16 27 92 
205	67 
206	49 
207	51 
208	16 
209	58 
210	22 
211	52 62 85 
212	79 
213	91 
214	62 
215	80 
216	32 
217	68 
218	12 
219	48 71 91 
220	4 
221	27 
222	84 
223	36 
224	92 
225	46 
226	56 
227	35 
228	41 
229	20 
230	21 
231	6 
232	16 
233	24 
234	66 
235	30 
236	51 
237	2 
238	3 
239	31 
240	76 
241	48 
242	1 8 85 
243	4 
244	53 
245	35 
246	40 
247	89 
248	89 
249	7 
250	62 
251	19 
252	68 
253	85 
254	61 
255	35 
256	87 
257	31 
258	90 
259	10 
260	62 
261	18 
262	9 
263	52 
264	21 
265	31 
266	21 
267	58 
268	33 62 78 
269	75 
270	59 64 80 
271	51 
272	66 
273	51 
274	44 
275	76 
276	23 
277	62 
278	37 
279	11 
280	34 
281	18 
282	67 
283	46 
284	16 
285	48 
286	21 
287	2 57 67 
288	23 
289	70 
290	58 
291	38 74 80 
292	26 30 35 
293	53 
294	50 
295	52 55 56 
296	4 
297	44 
298	65 
299	21 
300	89 
301	57 71 93 
302	5 
303	62 
304	85 
305	26 
306	35 
307	33 
308	20 44 49 
309	32 37 47 
310	23 
311	1 
312	55 
313	67 
314	91 
315	20 29 87 
316	5 
317	50 
318	77 
319	7 61 62 
320	61 
321	50 
322	34 
323	60 
324	8 
325	39 
326	36 
327	5 60 83 
328	3 
329	62 
330	93 
331	36 
332	34 71 79 
333	60 
334	39 
335	80 
336	23 
337	25 
338	44 
339	20 91 92 
340	93 
341	13 
342	48 
343	59 
344	20 
345	67 
346	22 
347	64 91 92 
348	68 
349	14 
350	58 
351	89 
352	21 
353	34 
354	79 
355	69 
356	61 
357	5 11 93 
358	91 
359	7 
360	13 25 32 
361	83 
362	1 
363	76 
364	30 
365	10 
366	91 
367	6 
368	63 
369	84 
370	43 
371	92 
372	63 
373	5 44 74 
374	16 
375	37 
376	16 
377	47 
378	68 
379	54 
380	25 
381	82 
382	53 
383	68 
384	40 
385	86 
386	89 
387	85 
388	21 
389	3 
390	89 
391	23 
392	21 
393	52 
394	64 
395	23 
396	36 
397	68 
398	16 
399	65 
400	56 
401	42 67 73 
402	33 
403	37 
404	49 
405	90 
406	6 60 82 
407	76 
408	93 
409	16 
410	45 
411	43 
412	55 
413	22 
414	1 
415	41 
416	76 
417	71 
418	36 
419	70 
420	72 
421	69 
422	65 
423	52 
424	8 
425	53 
426	37 
427	20 
428	73 
429	3 
430	59 
431	20 
432	61 
433	21 
434	53 
435	76 
436	44 
437	27 28 36 
438	21 30 54 
439	38 
440	38 
441	17 
442	12 
443	88 
444	6 
445	54 
446	20 
447	25 
448	78 
449	74 
450	16 
451	75 
452	40 
453	4 
454	91 
455	2 
456	53 
457	41 
458	60 70 73 
459	92 
460	38 
461	68 
462	46 
463	48 
464	38 
465	40 
466	54 
467	59 
468	84 
469	57 
470	64 
471	5 
472	91 
473	56 
474	14 
475	64 69 86 
476	31 
477	93 
478	75 
479	28 
480	83 
481	90 
482	67 
483	78 
484	36 
485	7 52 55 
486	88 
487	49 
488	24 
489	16 
490	81 
491	56 64 68 
492	34 
493	52 
494	9 
495	15 
496	4 
497	9 
498	52 
499	11 
500	25 
501	11 
502	64 
503	18 
504	60 
505	25 
506	7 
507	37 
508	20 
509	61 
510	8 16 32 
511	14 
512	69 
513	44 
514	4 
515	13 
516	63 
517	69 
518	56 
519	71 
520	60 
521	93 
522	16 
523	10 
524	49 
525	90 
526	71 
527	75 
528	61 
529	42 
530	93 
531	7 
532	69 
533	79 
534	76 
535	72 
536	49 
537	67 
538	78 
539	65 
540	91 
541	4 
542	28 
543	13 
544	93 
545	41 
546	53 
547	53 
548	43 
549	72 
550	60 
551	60 
552	84 
553	72 
554	56 
555	67 
556	89 
557	90 
558	74 
559	17 
560	3 
561	70 
562	46 
563	4 
564	36 
565	36 
566	7 
567	89 
568	14 
569	39 
570	69 
571	2 
572	53 
573	91 
574	53 
575	5 
576	52 
577	54 
578	11 
579	64 
580	87 
581	12 
582	19 
583	47 
584	4 
585	24 
586	49 
587	83 
588	34 39 47 
589	57 
590	43 
591	89 
592	14 
593	6 
594	33 
595	77 
596	4 36 42 
597	21 
598	29 
599	53 
600	20 
601	45 
602	73 
603	53 
604	3 
605	69 
606	10 
607	42 
608	28 
609	91 
610	70 
611	13 
612	34 
613	83 
614	85 
615	63 
616	5 
617	19 
618	82 
619	39 
620	27 74 76 
621	48 
622	72 
623	49 
624	39 
625	3 
626	53 
627	71 
628	20 
629	38 
630	76 
631	67 
632	76 
633	86 
634	68 
635	74 
636	59 
637	16 
638	47 
639	6 
640	43 
641	23 
642	6 
643	13 
644	11 
645	52 61 88 
646	46 
647	1 42 82 
648	31 53 61 
649	79 
650	65 
651	59 
652	63 
653	41 
654	78 
655	3 
656	28 
657	83 
658	18 
659	21 
660	72 
661	15 
662	55 
663	23 
664	26 
665	70 
666	13 
667	61 
668	16 
669	16 
670	92 
671	53 
672	8 
673	83 
674	28 
675	49 
676	20 
677	30 
678	51 
679	62 
680	47 
681	72 
682	9 
683	1 
684	44 
685	51 
686	81 
687	87 
688	29 
689	33 
690	22 
691	83 
692	44 77 79 
693	9 
694	3 
695	1 
696	60 
697	80 
698	65 
699	53 62 76 
700	38 
701	29 
702	80 
703	35 
704	41 
705	9 
706	70 
707	83 
708	69 
709	68 
710	63 
711	89 
712	37 
713	43 
714	2 
715	2 
716	47 
717	30 
718	85 
719	13 
720	60 
721	42 
722	36 
723	2 37 85 
724	66 
725	45 
726	66 
727	39 
728	89 
729	51 
730	21 
731	84 
732	91 
733	48 
734	81 
735	69 
736	30 
737	38 
738	75 
739	74 
740	78 
741	85 
742	59 
743	6 31 34 
744	66 
745	49 
746	43 
747	85 
748	16 
749	36 
750	9 
751	90 
752	59 
753	67 
754	26 
755	65 
756	55 
757	28 
758	31 
759	52 
760	6 
761	58 
762	46 
763	27 
764	80 
765	13 
766	52 60 76 
767	62 
768	83 
769	42 
770	20 
771	37 
772	21 
773	46 
774	2 19 74 
775	41 
776	69 
777	79 
778	58 
779	38 
780	67 
781	24 
782	62 
783	37 
784	91 
785	67 
786	4 60 62 
787	50 
788	55 
789	87 
790	63 
791	11 
792	74 
793	35 
794	49 
795	17 
796	67 
797	1 
798	23 
799	36 
800	51 
801	58 
802	41 
803	11 
804	78 
805	80 
806	36 
807	47 
808	28 61 75 
809	62 
810	1 
811	77 
812	1 
813	58 
814	29 
815	31 
816	74 
817	27 
818	59 
819	68 
820	41 
821	71 
822	26 
823	47 
824	1 76 92 
825	19 
826	47 
827	28 
828	76 
829	48 
830	9 
831	85 
832	23 
833	77 
834	28 
835	37 
836	15 
837	63 
838	15 
839	69 
840	68 
841	55 
842	58 
843	1 
844	77 
845	64 
846	24 
847	33 62 77 
848	91 
849	3 
850	51 57 76 
851	14 20 22 
852	1 
853	61 
854	51 
855	33 
856	12 
857	56 
858	88 
859	38 
860	47 
861	47 
862	27 
863	60 
864	20 
865	77 
866	17 44 53 
867	22 
868	67 
869	48 66 85 
870	42 
871	86 
872	24 
873	14 
874	81 
875	78 
876	75 
877	65 66 68 
878	1 
879	65 
880	6 
881	27 
882	30 
883	69 
884	76 
885	17 
886	1 
887	20 
888	39 
889	28 
890	38 50 53 
891	76 
892	59 
893	19 
894	70 
895	29 30 36 
896	6 16 61 
897	64 
898	27 
899	71 
900	30 34 39 
901	64 65 85 
902	26 
903	6 37 41 
904	49 
905	20 
906	33 
907	51 
908	66 
909	39 
910	43 
911	14 
912	35 
913	32 
914	3 
915	60 
916	10 
917	1 
918	18 
919	77 
920	49 
921	92 
922	49 
923	56 
924	15 
925	13 
926	22 
927	43 48 83 
928	47 
929	82 
930	43 
931	7 
932	13 
933	25 
934	67 
935	4 
936	53 
937	71 
938	49 
939	41 
940	13 38 75 
941	56 
942	20 
943	21 30 91 
944	34 
945	86 
946	47 
947	69 
948	41 
949	8 
950	60 
951	67 
952	11 
953	27 33 34 
954	69 
955	30 
956	60 
957	65 
958	51 
959	62 
960	92 
961	62 
962	1 
963	77 
964	41 
965	20 37 56 
966	32 
967	83 
968	41 
969	83 
970	53 
971	60 
972	93 
973	68 
974	36 
975	1 
976	46 
977	6 52 61 
978	48 
979	62 
980	3 
981	23 82 91 
982	91 
983	36 61 83 
984	60 
985	71 
986	44 
987	76 
988	3 
989	30 
990	25 49 91 
991	3 
992	59 
993	82 
994	27 
995	38 
996	34 
997	33 
998	22 
999	13 
1000	84 
1001	13 
1002	75 
1003	69 
1004	1 20 31 
1005	91 
1006	51 
1007	18 
1008	90 
1009	15 
1010	58 
1011	22 
1012	1 16 85 
1013	6 
1014	22 
1015	93 
1016	41 
1017	68 
1018	86 
1019	63 82 83 
1020	44 
1021	47 
1022	43 
1023	19 
1024	36 
1025	1 
1026	83 
1027	82 
1028	58 
1029	74 
1030	1 
1031	42 
1032	89 
1033	50 
1034	54 
1035	26 
